Unnamed: 0,제품명,리뷰어,날짜,옵션,사이즈평가,밝기평가,색감평가,두께감평가,리뷰내용,이미지,링크,성별,키,몸무게,카테고리
349,[2PACK] 에어쿨링 드라이 기능성 무지 반팔티,LV.4 yunnuy,2023.05.27,"블랙/M
                                    
                                        , 블랙 M",보통이에요,보통이에요,보통이에요,얇아요,얇고 찰랑거려서 운동할 때 입기 딱 좋을 것 같아요. M사이즈가 너무 크지 않고 적당히 넉넉해서 좋습니다.,"[""'//image.msscdn.net/data/estimate/2028864_0/gallery_6471c72c994bd.jpg.list'""]",https://www.musinsa.com/app/goods/2028864,여성,162,50,반팔
350,[2PACK] 에어쿨링 드라이 기능성 무지 반팔티,LV.4 ltud,2023.03.25,"화이트/M
                                    
                                        , 화이트 M",보통이에요,보통이에요,보통이에요,보통이에요,적당한 크기로 안에 받쳐 입을 용도나 집에서 입기 괜찮을것 같습니다.박시핏은 아니니 참고하세요,"[""'//image.msscdn.net/data/estimate/2028864_0/gallery_641e8ffc2f76b.jpg.list'""]",https://www.musinsa.com/app/goods/2028864,여성,160,56,반팔
351,[2PACK] 에어쿨링 드라이 기능성 무지 반팔티,LV.5 코로나닥터,2023.03.18,"화이트/3L
                                    
                                        , 블랙 LL",커요,밝아요,선명해요,얇아요,3l은 크다 찌찌보일수 있다키가 작아서 그런지 좀 길다 넣어입자,"[""'//image.msscdn.net/data/estimate/2028864_0/gallery_64157941af3fd.jpg.list'""]",https://www.musinsa.com/app/goods/2028864,남성,165,85,반팔
352,[2PACK] 에어쿨링 드라이 기능성 무지 반팔티,LV.6 골드_bc68c58b7731,2022.07.04,"블랙/LL
                                    
                                        , 블랙 LL",보통이에요,보통이에요,보통이에요,보통이에요,싸게 잘샀습니다.정말 자주 잘 입고 있습니다. 굿쟁여놓으면 유용하게 잘 입는 티입니다.,"[""'//image.msscdn.net/data/estimate/2028864_0/gallery_62c2dd58a1454.jpg.list'""]",https://www.musinsa.com/app/goods/2028864,여성,163,58,반팔
353,[2PACK] 에어쿨링 드라이 기능성 무지 반팔티,LV.5 Snehdj,2023.06.23,"블랙/SS
                                    
                                        , 네이비 SS",보통이에요,보통이에요,보통이에요,보통이에요,운동할 때 입으려고 샀는데 맨날 입고 있어요 진짜 엄청 편하고 땀난 거 티 하나더 안 나서 좋습니닷,"[""'//image.msscdn.net/data/estimate/2028864_0/gallery_6495079517ef3.jpg.list'""]",https://www.musinsa.com/app/goods/2028864,여성,158,52,반팔
354,Wooltan Check Shirts (Cream),LV.5 시새미,2020.06.05,48(95),커요,보통이에요,선명해요,보통이에요,엔시티 토끼 닮으신 그.. 도영..? 그 분 입으신 거 보고 샀는데^^ 왜 자주 입는지 알 것 같아요. 어디에 걸쳐도 예뻐요. 재질도 탄탄하고 각 잡힌 느낌이라 오래 입을 수 있을 것 같아요. 다른 브랜드에서 더 비싼 돈 주고 샀던 체크셔츠보다 훨씬 탄탄합니다! 카라에 단추 디테일도 귀엽고 색감도 퍼스널컬러 안가리고 다 어울릴 것 같아요. 근데 뭔가 묘하게 어깨 넓어 보이게끔 만드는 느낌이 살짝 있어요. 남동생 입혔을 때 괜찮던 걸 보니까 남성분들이 입는 게 핏이 살긴 하는 것 같아요. 여성분들은 웬만하면 95사이즈 사시는 걸 추천 드립니다:) 여튼 강추,"[""'//image.msscdn.net/data/estimate/890749_0/gallery_5ed91211bb8eb.jpg.list'""]",https://www.musinsa.com/app/goods/890749,여성,167,52,기타
355,Wooltan Check Shirts (Cream),LV.5 bluly12,2021.03.23,48(95),커요,밝아요,선명해요,보통이에요,"도영이 손민수로 산 셔츠인데 색도 너무 예쁘게 빠졌고, 재질도 보들보들해서 추운 날에도 이너랑 잘 입었어요! 사이즈가 크긴 하지만 실물이 예뻐서 사길 잘했다 싶었습니당 😊","[""'//image.msscdn.net/data/estimate/890749_0/gallery_6058bb2f2d3dd.jpg.list'"", ""'//image.msscdn.net/data/estimate/890749_0/gallery_6058bb305472a.jpg.list'""]",https://www.musinsa.com/app/goods/890749,여성,163,52,기타
356,Wooltan Check Shirts (Cream),LV.4 분나나,2020.03.23,48(95),커요,밝아요,선명해요,두꺼워요,NCT 김도영 씨... 제가 드디어 당신을 손민수 했습니다... 당신의 초이스에 무한 감사를...,"[""'//image.msscdn.net/data/estimate/890749_0/gallery_5e7832855888f.jpg.list'""]",https://www.musinsa.com/app/goods/890749,여성,155,48,기타
357,Wooltan Check Shirts (Cream),LV.3 마크야코로수박먹는거보여줄까?,2021.02.12,48(95),커요,보통이에요,보통이에요,얇아요,엔도시에 또잉...?동영..? 그 남친짤 엄청 잘 찍을거같고 아무튼 그 사람이 입었ㄷㅏ길래 사봤는데 너무 예뻐요 사이즈가 너무 크긴한데 잘 입고 다닙니다,"[""'//image.msscdn.net/data/estimate/890749_0/gallery_602662621b593.jpg.list'""]",https://www.musinsa.com/app/goods/890749,여성,159,49,기타
358,Wooltan Check Shirts (Cream),LV.5 포도동동,2020.10.01,48(95),커요,보통이에요,보통이에요,보통이에요,"김도영인가 김동영인가..? 암튼 근데 노래도 잘부르고 잘생긴 학교 선배가 입으시길래 저도 따라 삿어요,, 엉덩이 다 가리고 팔도 다 가리고 엄청 커요!!그치만 전 큰 옷 조아해서 넘넘 조아요단독으로 입어도 예쁜데 넘 .. 허벌옷이라 안에 뭐 입고 위에 걸치는게 젤 예쁜 것 같아여 증말 기여운 옷입니다 두께도 딱 좋고 ,,짱짱","[""'//image.msscdn.net/data/estimate/890749_0/gallery_5f74afeb59707.jpg.list'""]",https://www.musinsa.com/app/goods/890749,여성,165,50,기타
359,Wooltan Check Shirts (Cream),LV.4 뉴비_9f5d0428,2021.10.25,48(95),커요,보통이에요,보통이에요,보통이에요,박효신 아이유 그리고 도영..너무 크다는 후기가 많길래 한달 정도 고민하다가 쿠폰받고 바로 겟하고 한달정도 입어본 후기-옷 예쁘다는 이야기 겁나 들음-그냥 딱 생각만큼 길고 컸음 근데 핏이 이상할 정도는 아니고 여리해보임 - 실밥이 여기저기 튀어나오기 시작함..- 지금날씨에 안에 얆게 입고 걸치기 좋음. 안에 두껍게 입으면 부해보임..,"[""'//image.msscdn.net/data/estimate/890749_0/gallery_61769366b552f.jpg.list'""]",https://www.musinsa.com/app/goods/890749,여성,160,47,기타
360,Wooltan Check Shirts (Cream),LV.2 dn0_127,2022.01.07,50(100),커요,밝아요,선명해요,보통이에요,재질도 좋고 길이도 제가 딱원하던 길이라 넘 좋아요!!>< 이쁘게 잘 입을 것 같습니다!,"[""'//image.msscdn.net/data/estimate/890749_0/gallery_61d80565e20a8.jpg.list'""]",https://www.musinsa.com/app/goods/890749,여성,176,65,기타
361,Wooltan Check Shirts (Cream),LV.5 단맨,2021.02.27,48(95),커요,보통이에요,선명해요,보통이에요,넣어입을 블루 체크 셔츠 찾다가 구매이미 다른 아이돌분에 의해 유명한 셔츠인데패턴 예쁘고 은은한 푸른빛이 마음에 드네요품 크고 기장 기니까 무턱대고 사지말고 꼭 실측보시길잘 입을게요 감사합니다,"[""'//image.msscdn.net/data/estimate/890749_0/gallery_6039eb12061a0.jpg.list'""]",https://www.musinsa.com/app/goods/890749,남성,179,63,기타
362,Wooltan Check Shirts (Cream),LV.4 호랑~해,2020.04.17,48(95),커요,보통이에요,선명해요,보통이에요,nct의 도영???동영??? 토평고등학교 나온 96년 2월 1일생인가?? 토끼같고 피부하얗고 눈 동그란 되게 잘생기신분이 입으신거 봤는데 잘 모르는분이지만 너무 옷이 예뻐서 구매했어용! 역시 받아보니 그분의 선견지명에 놀랐어용 너무 예쁘더라구요!! 그 분 덕에 잘 입고 다닐수있을거같아용!!,"[""'//image.msscdn.net/data/estimate/890749_0/gallery_5e99c00780b34.jpg.list'""]",https://www.musinsa.com/app/goods/890749,여성,167,65,기타
363,Wooltan Check Shirts (Cream),LV.3 썽유girl,2021.08.24,48(95),커요,밝아요,선명해요,보통이에요,사진만보고 완전 얇고 하늘하늘한 가디건을 상상했는데 살짝 두께감있고 부드러운 재질이라 오하려 너무 좋아요! 딱 지금 입기 좋은 느낌,"[""'//image.msscdn.net/data/estimate/890749_0/gallery_612474a09345e.jpg.list'""]",https://www.musinsa.com/app/goods/890749,여성,161,46,기타
364,[웜테크 에브리웨어] 남성 터틀넥 긴팔(10부)_SPXVD4VU11,LV.7 즐거운인생.,2023.10.18,[19]BLACK/L[100],보통이에요,보통이에요,보통이에요,보통이에요,따뜻합니다 겨울철 이너로 샀어요 사이즈는 뭐..적당,"[""'//image.msscdn.net/data/estimate/3556921_0/gallery_652fc4face335.jpg.list'""]",https://www.musinsa.com/app/goods/3556921,여성,168,53,긴팔
365,90s 그래피티 스웨트셔츠 - 피그먼트 차콜,LV.4 jikim_e,2023.10.09,L(기모),커요,밝아요,보통이에요,두꺼워요,핏도 이쁘고 어깨가 넓어 보여요 배송도 빠르고 디자인도 이뻐서 만족합니다,"[""'//image.msscdn.net/data/estimate/3442651_0/gallery_6523b9d99e5b1.jpg.list'""]",https://www.musinsa.com/app/goods/3442651,남성,185,68,셔츠
366,90s 그래피티 스웨트셔츠 - 피그먼트 차콜,LV.5 Artifist,2023.10.08,S(기모),보통이에요,보통이에요,보통이에요,보통이에요,옷이 아주 이쁩니다. 사이즈도 적당하고 색감도 좋아요. 따뜻합니다.,"[""'//image.msscdn.net/data/estimate/3442651_0/gallery_652297c297cd7.jpg.list'"", ""'//image.msscdn.net/data/estimate/3442651_0/gallery_652297c369745.jpg.list'""]",https://www.musinsa.com/app/goods/3442651,남성,165,50,셔츠
367,90s 그래피티 스웨트셔츠 - 피그먼트 차콜,LV.3 뉴비_5095dc22222b,2023.10.02,L(기모),커요,보통이에요,보통이에요,두꺼워요,약간 두툼해서 체형보완이 됩니다 색상도 실제로 보는게 훨씬 이쁨,"[""'//image.msscdn.net/data/estimate/3442651_0/gallery_651a3b0942dfa.jpg.list'""]",https://www.musinsa.com/app/goods/3442651,남성,174,75,셔츠
368,90s 그래피티 스웨트셔츠 - 피그먼트 차콜,LV.3 지우다다,2일 전,M(기모),보통이에요,보통이에요,보통이에요,보통이에요,재질도좋고 색감도좋아요두께도 적당히두꺼워서 편함,"[""'//image.msscdn.net/data/estimate/3442651_0/gallery_657689e5e9578.jpg.list'""]",https://www.musinsa.com/app/goods/3442651,남성,173,70,셔츠
369,90s 그래피티 스웨트셔츠 - 피그먼트 차콜,LV.5 동동0201,3일 전,S(기모),보통이에요,어두워요,흐려요,두꺼워요,휴가때 입으려고 대충 샀는데생각보다 매우 만족해서자주 입었어요 기모라 따듯하고귀여워요,"[""'//image.msscdn.net/data/estimate/3442651_0/gallery_65756ea0d5d65.jpg.list'"", ""'//image.msscdn.net/data/estimate/3442651_0/gallery_65756ea182dba.jpg.list'""]",https://www.musinsa.com/app/goods/3442651,남성,174,64,셔츠
370,90s 그래피티 스웨트셔츠 - 피그먼트 차콜,LV.5 루시필,5일 전,L(기모),보통이에요,보통이에요,보통이에요,보통이에요,잘받았어요 기장도 적당하고 예뻐요 잘입을께요,"[""'//image.msscdn.net/data/estimate/3442651_0/gallery_65719d1a95137.jpg.list'""]",https://www.musinsa.com/app/goods/3442651,남성,178,74,셔츠
371,90s 그래피티 스웨트셔츠 - 피그먼트 차콜,LV.2 뉴비_ff56866ad609,9일 전,M(기모),보통이에요,보통이에요,보통이에요,보통이에요,밑단이랑 소매 시보리 짱짱하고 따듯해요처음엔 목이 좁아서 불편할수도 있어요,"[""'//image.msscdn.net/data/estimate/3442651_0/gallery_656c53dbaee77.jpg.list'""]",https://www.musinsa.com/app/goods/3442651,남성,175,61,셔츠
372,90s 그래피티 스웨트셔츠 - 피그먼트 차콜,LV.4 사랑스런 컬리수,12일 전,M(기모),커요,보통이에요,선명해요,두꺼워요,오버핏을 좋아하는데 m사이즈라도 크기는 오버핏처럼 여유 있었는데 목부분은 잘 늘어나지않고 탄탄하게 오래 입을 수 있을 것 같습니다. 안감이 기모라 따뜻하고 착용감이 좋은데 한겨울에 패딩과 함께 입으면 오히려 더울 것 같습니다.,"[""'//image.msscdn.net/data/estimate/3442651_0/gallery_65687d4f6abec.jpg.list'""]",https://www.musinsa.com/app/goods/3442651,남성,171,63,셔츠
373,오버핏 그래피티 로고 후디-멜란지그레이,LV.5 기타누띾자,2023.02.18,M(논기모),보통이에요,보통이에요,보통이에요,보통이에요,프린팅 생각보다 더 존재감 있어서 아주베리굿굿,"[""'//image.msscdn.net/data/estimate/2913656_0/gallery_63ef9dbd4cd4e.jpg.list'""]",https://www.musinsa.com/app/goods/2913656,여성,163,45,기타
374,오버핏 그래피티 로고 후디-멜란지그레이,LV.5 오이잉아니,2023.04.03,L(논기모),보통이에요,밝아요,선명해요,얇아요,깔끔하게 입기 딱 좋다!! 프린팅도 귀엽고 예쁘다! 심플하지만 포인트가 잘 살아있음,"[""'//image.msscdn.net/data/estimate/2913656_0/gallery_642a9f4698d86.jpg.list'""]",https://www.musinsa.com/app/goods/2913656,남성,174,68,기타
375,오버핏 그래피티 로고 후디-멜란지그레이,LV.3 연어어,2023.04.11,M(논기모),보통이에요,밝아요,선명해요,보통이에요,옷이 어깨에 맞게 떨어져서 아방하고 예뻐욤딱 예쁜 오버사이즈 인 거 같아요꾸안꾸가 될..수도 있고?? 자주 손이 가요,"[""'//image.msscdn.net/data/estimate/2913656_0/gallery_643556b82ffb7.jpg.list'""]",https://www.musinsa.com/app/goods/2913656,여성,164,56,기타
376,오버핏 그래피티 로고 후디-멜란지그레이,LV.4 다롱이_2,2023.04.04,S(논기모),커요,보통이에요,선명해요,보통이에요,프린팅 선명하구 귀여워요S사이즈 후기가 없어서 걱정했는데적당히 박시하구 길이도 딱이에요라이브로 싸게 샀는뎅 넘넘 맘에들어요,"[""'//image.msscdn.net/data/estimate/2913656_0/gallery_642b8b9f32652.jpg.list'""]",https://www.musinsa.com/app/goods/2913656,여성,158,52,기타
377,오버핏 그래피티 로고 후디-멜란지그레이,LV.3 jininini,2023.02.05,XL(논기모),커요,보통이에요,보통이에요,보통이에요,제 최애 후드티가 되었습니다 너무 예뻐요ㅠㅠ일부로 오버하게 입기위해 크게 샀는데 만족합니다,"[""'//image.msscdn.net/data/estimate/2913656_0/gallery_63de9f30556d1.jpg.list'""]",https://www.musinsa.com/app/goods/2913656,여성,170,62,기타
378,오버핏 그래피티 로고 후디-멜란지그레이,LV.4 멤버_70191daf3135,2023.01.12,M,보통이에요,보통이에요,선명해요,보통이에요,색감도 밝고 입으니까 얼굴이 화사해 보여요 딸이 좋아하네요,"[""'//image.msscdn.net/data/estimate/2913656_0/gallery_63bfe10a833a1.jpg.list'""]",https://www.musinsa.com/app/goods/2913656,여성,163,56,기타
379,오버핏 그래피티 로고 후디-멜란지그레이,LV.3 176_jjnn,2023.03.13,L(논기모),커요,밝아요,선명해요,보통이에요,오버핏 좋아하시는분에게 추천 드려요 길이도 길어서 저도 키 큰데 엉덩이까지 내려와요 색도 이뻐서 맘 에 들어요,"[""'//image.msscdn.net/data/estimate/2913656_0/gallery_640f2a03196db.jpg.list'"", ""'//image.msscdn.net/data/estimate/2913656_0/gallery_640f2a03cfc4b.jpg.list'""]",https://www.musinsa.com/app/goods/2913656,여성,176,53,기타
380,오버핏 그래피티 로고 후디-멜란지그레이,LV.3 공칠공칠?,2023.02.21,M(논기모),커요,밝아요,보통이에요,보통이에요,크긴하지만 꽤 귀여워서 자주 입게 돼용! 재질도 좋고 짱이네욤 ㅎㅎ !!,"[""'//image.msscdn.net/data/estimate/2913656_0/gallery_63f44a72d4c16.jpg.list'""]",https://www.musinsa.com/app/goods/2913656,여성,162,45,기타
381,오버핏 그래피티 로고 후디-멜란지그레이,LV.4 류류리우,2023.01.12,M,보통이에요,보통이에요,선명해요,보통이에요,색감이랑 자수가 너무 예뻐서 너무 맘에 들어요 ~ 재구매 의사 있습니다,"[""'//image.msscdn.net/data/estimate/2913656_0/gallery_63bfe2690a155.jpg.list'""]",https://www.musinsa.com/app/goods/2913656,남성,169,53,기타
382,오버핏 그래피티 로고 후디-멜란지그레이,LV.3 엊절티빚,2023.03.20,L(논기모),보통이에요,보통이에요,선명해요,보통이에요,기모 품절이어서 논기모로 샀는데 기모 때문에 두껍게 떨어지는 느낌이 아니라 더 좋았음 m사서 건조기 돌리면 줄어들까봐 L샀는데 왕오버핏이어서 살짝 당황했지만 건조기 한 번 돌리니까 딱 원했던 느낌 났음 로고 디자인이 너무 마음에 들어서 샀는데 완전 만족 모자에 후드 끈 나오는 구멍에 마감처리도 잘 되어있어서 옷도 잘 안 망가질 거 같음,"[""'//image.msscdn.net/data/estimate/2913656_0/gallery_6417299542edf.jpg.list'""]",https://www.musinsa.com/app/goods/2913656,여성,167,46,기타
383,GUCKKASTEN X AECA PUPPET HALF SLEEVE TEE-BLACK,LV.3 뉴비_b5a9cef998e2,2일 전,XL,커요,밝아요,선명해요,보통이에요,국카스텐 에이카 콜라보로 예전에 후드 산 적이 있는데 그때도 만족하여 이번에도 기대가 컸습니다 역시나 질 좋고 이쁘고 색감도 선명하게 잘 나왔네요 고급져보입니다 박시하게 입고싶어 큰사이즈로 샀는데 팔쪽을 접어올려 입으면 훨씬 더 이쁘고 길이감이 좋아 레깅스랑도 잘 어울려 완전 만족!!,"[""'//image.msscdn.net/data/estimate/3637264_0/gallery_6572b4244cc99.jpg.list'""]",https://www.musinsa.com/app/goods/3637264,여성,163,56,기타
384,GUCKKASTEN X AECA PUPPET HALF SLEEVE TEE-BLACK,LV.1 뉴비_40b1a8deaa2d,4일 전,M,커요,보통이에요,보통이에요,두꺼워요,우선 겁나 빠른 배송 감동.  아트웍이 뭐 위낙 훌륭하게 이뻐서... 디자인은 말할 꺼리가 없고..착용감은 살짝 뻣뻣하고 억센 느낑입니다. 얼른 이거입고 국카스텐단독콘서트가고 싶네요.,"[""'//image.msscdn.net/data/estimate/3637264_0/gallery_65731da9f0c85.jpg.list'""]",https://www.musinsa.com/app/goods/3637264,여성,158,55,기타
385,GUCKKASTEN X AECA PUPPET HALF SLEEVE TEE-BLACK,LV.3 뉴비_906f2d2794d2,5일 전,M,보통이에요,보통이에요,보통이에요,두꺼워요,다자인 색감 너무 이뻐요 재질이 너무 좋네요 퀄리티 짱이에요 여름에 잘 입을거 같아요 전체적으로 만족합니다~^^,"[""'//image.msscdn.net/data/estimate/3637264_0/gallery_6571bda5c9044.jpg.list'""]",https://www.musinsa.com/app/goods/3637264,여성,160,56,기타
386,GUCKKASTEN X AECA PUPPET HALF SLEEVE TEE-BLACK,LV.3 뉴비_0d048ea823e4,5일 전,XL,커요,밝아요,선명해요,얇아요,XL 사이즈라 넉넉하게 잘맞고 재질은 얖고 부드럽고 그림부분은 거칠거칠해요 색깔도 화면에 보이는거 처럼 선명하게 잘 나왔어요,"[""'//image.msscdn.net/data/estimate/3637264_0/gallery_6571a4dddcf73.jpg.list'""]",https://www.musinsa.com/app/goods/3637264,남성,160,90,기타
387,CORP TEE BLACK(MG2DMMT509A),LV.5 tjr_dl,2023.06.10,블랙/M,보통이에요,보통이에요,선명해요,보통이에요,프린팅이 마음에 들어서 구매했어요 사이즈 적당하고 핏도 맘에 들어오,"[""'//image.msscdn.net/data/estimate/3126011_0/gallery_64840967802d9.jpg.list'"", ""'//image.msscdn.net/data/estimate/3126011_0/gallery_648409684ee5c.jpg.list'""]",https://www.musinsa.com/app/goods/3126011,남성,175,69,기타
388,CORP TEE BLACK(MG2DMMT509A),LV.4 권제로민,2023.07.03,블랙/L,보통이에요,보통이에요,보통이에요,보통이에요,믿고입습니다 핏이 너무 좋고 무난한 반팔티에요 만족도 최상입니다,"[""'//image.msscdn.net/data/estimate/3126011_0/gallery_64a290d7befbc.jpg.list'""]",https://www.musinsa.com/app/goods/3126011,남성,171,62,기타
389,CORP TEE BLACK(MG2DMMT509A),LV.5 lcb0,2023.07.14,블랙/M,보통이에요,보통이에요,보통이에요,보통이에요,옷 너무 예쁩니다 핏도 아주 잘 나오네요 감사합니다,"[""'//image.msscdn.net/data/estimate/3126011_0/gallery_64b053541f6b1.jpg.list'""]",https://www.musinsa.com/app/goods/3126011,남성,165,66,기타
390,CORP TEE BLACK(MG2DMMT509A),LV.4 321818,2023.06.28,블랙/M,커요,어두워요,보통이에요,두꺼워요,사이즈 딱 예쁘구 힙해서 자주 입을 거 같아용 ! 원단이 얇지는 않아요 !,"[""'//image.msscdn.net/data/estimate/3126011_0/gallery_649bc936ef5d3.jpg.list'""]",https://www.musinsa.com/app/goods/3126011,여성,166,44,기타
391,CORP TEE BLACK(MG2DMMT509A),LV.8 아무아무말,2023.04.11,블랙/L,보통이에요,보통이에요,보통이에요,보통이에요,검흰 컬러조합 이상의 시크함과 묵직함이 있어서맛있어요,"[""'//image.msscdn.net/data/estimate/3126011_0/gallery_6434aa20a3eed.jpg.list'""]",https://www.musinsa.com/app/goods/3126011,남성,177,66,기타
392,CORP TEE BLACK(MG2DMMT509A),LV.3 뉴비_5482d46,2023.07.25,블랙/S,커요,보통이에요,보통이에요,두꺼워요,힙해보여서 맘에 들어용 두께는 약간 두껍지만 좋아요,"[""'//image.msscdn.net/data/estimate/3126011_0/gallery_64beaacbb62c0.jpg.list'""]",https://www.musinsa.com/app/goods/3126011,여성,155,44,기타
393,CORP TEE BLACK(MG2DMMT509A),LV.5 a5481a,2023.06.30,블랙/M,보통이에요,보통이에요,보통이에요,보통이에요,생각했던 핏감에 싸게 잘 구매한거 같아 마음에 들어요,"[""'//image.msscdn.net/data/estimate/3126011_0/gallery_649e527e428dc.jpg.list'""]",https://www.musinsa.com/app/goods/3126011,남성,173,67,기타
394,CORP TEE BLACK(MG2DMMT509A),LV.4 jm6802,2023.07.12,블랙/L,커요,어두워요,보통이에요,두꺼워요,사이즈가 오버하면서도 딱 핏 이쁘게 떨어져서 좋네요. 두께감도 있어서 더 좋았어요,"[""'//image.msscdn.net/data/estimate/3126011_0/gallery_64ae245fbb9eb.jpg.list'""]",https://www.musinsa.com/app/goods/3126011,남성,173,73,기타
395,CORP TEE BLACK(MG2DMMT509A),LV.4 0.,2023.07.07,블랙/M,보통이에요,보통이에요,보통이에요,보통이에요,좋아하는 연예인이 입었길래 구매했는데 생각보다 재질도 좋고 이뻐요 사이즈도 마음에 들어서 잘산거같아요,"[""'//image.msscdn.net/data/estimate/3126011_0/gallery_64a7c0683c30e.jpg.list'""]",https://www.musinsa.com/app/goods/3126011,여성,170,61,기타
396,CORP TEE BLACK(MG2DMMT509A),LV.5 왕밤빵서연,2023.07.06,블랙/L,보통이에요,보통이에요,보통이에요,보통이에요,반팔 두께가 단단해서 질 좋은 걸 느껴요! 여름에는 좀 더울 수는 있겠지만 오히려 얇은 것보단 좋은 거 같네요,"[""'//image.msscdn.net/data/estimate/3126011_0/gallery_64a6d08e1fa7c.jpg.list'""]",https://www.musinsa.com/app/goods/3126011,여성,168,65,기타
397,Rubber Crewneck (U23DTTS45),LV.1 뉴비_a94056a86659,5일 전,OATMEAL/XL,보통이에요,보통이에요,보통이에요,보통이에요,오트밀색. 검정색과 같이 샀고요. 가지고 있는 다른 옷들과 매칭해서 이번 겨울 입을 생각입니다. 개인적으로 피부가 조금 민감해서 저는 이거 안에 면티 입을 것 같애요.,"[""'//image.msscdn.net/data/estimate/3471916_0/gallery_6572d4d298829.jpg.list'""]",https://www.musinsa.com/app/goods/3471916,남성,182,95,기타
398,Rubber Crewneck (U23DTTS45),LV.2 뉴비_dc5897e91715,7일 전,OATMEAL/L,보통이에요,보통이에요,보통이에요,보통이에요,디자인 좋고 목라인하고 팔라인 마감이 쫀쫀함세탁해도 늘어날수 없는 재질인것 같아요,"[""'//image.msscdn.net/data/estimate/3471916_0/gallery_65702d1a7206c.jpg.list'""]",https://www.musinsa.com/app/goods/3471916,남성,173,72,기타
399,[기모버전추가]시그니처 오버핏 맨투맨(4col),LV.5 Neon2,2023.09.27,BLUE/L,커요,보통이에요,선명해요,보통이에요,생각했던 것보다 더 이쁘고 색도 바지랑 잘 어울려서 너무 좋아요!,"[""'//image.msscdn.net/data/estimate/3475395_0/gallery_6514077196862.jpg.list'""]",https://www.musinsa.com/app/goods/3475395,남성,172,73,맨투맨
400,[기모버전추가]시그니처 오버핏 맨투맨(4col),LV.3 우놔여친,2023.10.02,BLUE/M,커요,보통이에요,보통이에요,보통이에요,157/62 기준으로 사이즈 넉넉하고 딱 편하게 입을수 있는 오버핏 사이즈입니다 ! 팔길이도 길어요 배송도 빠르고 후기는 없지만 ㅠㅠ 딱 무난무난해요! 후회는 안하실듯 합니다,"[""'//image.msscdn.net/data/estimate/3475395_0/gallery_651a83a5f29f9.jpg.list'""]",https://www.musinsa.com/app/goods/3475395,여성,156,62,맨투맨
401,[기모버전추가]시그니처 오버핏 맨투맨(4col),LV.5 없음324,2023.10.13,MELANGE GRAY/M,보통이에요,보통이에요,보통이에요,얇아요,생각보다 폼이 더 크긴한데 오버핏으로 입으려고 산거라 만족합니다,"[""'//image.msscdn.net/data/estimate/3475395_0/gallery_6528de834c71c.jpg.list'""]",https://www.musinsa.com/app/goods/3475395,남성,175,64,맨투맨
402,[기모버전추가]시그니처 오버핏 맨투맨(4col),LV.3 뉴비_fa6cc1c6ca7c,2023.10.28,BLUE/L,커요,보통이에요,보통이에요,보통이에요,생각보다 커서 놀라긴 했는데 오버핏으로 입기 딱 좋은것 같습니다. 자주 입을것 같네요,"[""'//image.msscdn.net/data/estimate/3475395_0/gallery_653d01f113c57.jpg.list'""]",https://www.musinsa.com/app/goods/3475395,남성,173,68,맨투맨
403,[기모버전추가]시그니처 오버핏 맨투맨(4col),LV.5 eicuw,2023.10.12,IVORY/M,커요,보통이에요,보통이에요,보통이에요,"루즈하게 입을려고 샀는데 생각보다 크지만, 색감이랑 핏이 맘에 들어요!","[""'//image.msscdn.net/data/estimate/3475395_0/gallery_652754ea05c65.jpg.list'""]",https://www.musinsa.com/app/goods/3475395,여성,158,52,맨투맨
404,[기모버전추가]시그니처 오버핏 맨투맨(4col),LV.6 필설비,2023.10.29,BLUE/M,보통이에요,보통이에요,보통이에요,얇아요,색감 너무 이쁘고 디자인 깔끔해서 좋아요두께는 얇은 편이라서 이너로 입기도 좋고 요즘 날씨엔 단벌로 입고 다니기도 좋아요,"[""'//image.msscdn.net/data/estimate/3475395_0/gallery_653e49cb3e538.jpg.list'""]",https://www.musinsa.com/app/goods/3475395,남성,168,65,맨투맨
405,[기모버전추가]시그니처 오버핏 맨투맨(4col),LV.5 칙뺨,2023.10.12,MELANGE GRAY/M,커요,보통이에요,보통이에요,보통이에요,"기모 없어서 두껍지는 않은데, 봄이나 가을에 입기 좋아요. 밑에 시보리는 짱짱한 편은 아니고 루즈한 핏이에요. 마음에 드네요!","[""'//image.msscdn.net/data/estimate/3475395_0/gallery_652758de03b46.jpg.list'""]",https://www.musinsa.com/app/goods/3475395,남성,164,48,맨투맨
406,[기모버전추가]시그니처 오버핏 맨투맨(4col),LV.4 킹쏘다,5일 전,BLACK/L,커요,보통이에요,보통이에요,얇아요,평범하고 무난하게 입을 수 있는 맨투맨입니다. 생각보다 얇아요,"[""'//image.msscdn.net/data/estimate/3475395_0/gallery_6571e124e7eae.jpg.list'""]",https://www.musinsa.com/app/goods/3475395,남성,180,90,맨투맨
407,[기모버전추가]시그니처 오버핏 맨투맨(4col),LV.3 올랜드,11일 전,GREEN/L,커요,밝아요,선명해요,보통이에요,핏이 진짜 잘빠져서 아무거나 걸쳐도 이쁘구요 소재도 탄탄하고 초록색 색감도 정말 이쁩니다!!오버핏이라서 체형보완 잘되구요 가격도 착해서 엄청 만족중입니다!,"[""'//image.msscdn.net/data/estimate/3475395_0/gallery_656a79b784028.jpg.list'""]",https://www.musinsa.com/app/goods/3475395,남성,171,70,맨투맨
